Name,Critic_Score,Critic_Count,User_Score,User_Count
Cabela's Deer Hunt: 2004 Season,65.0,5.0,8.4,16.0
World of Final Fantasy,77.0,5.0,8.6,46.0
Danganronpa Another Episode: Ultra Despair Girls,72.0,35.0,8.4,77.0
Pro Evolution Soccer 2012,79.0,9.0,7,12.0
The Legend of Spyro: The Eternal Night,60.0,8.0,6.4,15.0
The Wolf Among Us,83.0,6.0,8.4,259.0
Cursed Mountain,67.0,51.0,7.6,33.0
Age of Empires: Mythologies,78.0,28.0,6.9,20.0
SBK Superbike World Championship,63.0,17.0,8,6.0
Bionicle,47.0,5.0,4.2,5.0
Heroes of Ruin,69.0,53.0,7.4,50.0
A Boy and His Blob,80.0,43.0,8.7,35.0
Baja: Edge of Control,61.0,21.0,5,11.0
G.I. Joe: The Rise of Cobra,43.0,32.0,4.8,13.0
UFC Undisputed 2010,74.0,27.0,7,13.0
World Series of Poker,37.0,6.0,6.4,20.0
Rayman Raving Rabbids,67.0,16.0,7.3,19.0
Deus Ex: The Conspiracy,81.0,25.0,8.9,49.0
Unreal II: The Awakening,64.0,27.0,5.3,20.0
Rumble Racing,85.0,17.0,8.2,9.0
Spider-Man: Web of Shadows,69.0,4.0,4.1,16.0
Vampire Rain,38.0,45.0,2.9,44.0
Batman Begins,65.0,56.0,7.1,21.0
NBA Live 15,53.0,9.0,6.8,53.0
JSRF: Jet Set Radio Future,88.0,36.0,8.2,102.0
NHL Hitz 20-02,79.0,13.0,8.7,7.0
Way of the Samurai 3,55.0,22.0,6.8,16.0
NCAA Football 2003,91.0,11.0,8.1,9.0
Hitman: HD Trilogy,71.0,20.0,7.6,46.0
J Stars Victory Vs.,74.0,5.0,7.9,29.0
de Blob 2,74.0,50.0,7.1,34.0
ESPN Winter X Games: Snowboarding 2002,64.0,14.0,7.9,8.0
Final Fantasy Fables: Chocobo's Dungeon,76.0,34.0,8,20.0
Project: Snowblind,78.0,54.0,8.3,23.0
Prison Break: The Conspiracy,40.0,37.0,4.7,19.0
You Don't Know Jack,81.0,5.0,7.7,6.0
Mortal Kombat: Special Forces,28.0,7.0,2.4,17.0
Mega Man Legacy Collection,77.0,27.0,7.1,26.0
The Last Airbender,53.0,4.0,6.6,5.0
NCAA March Madness 07,67.0,33.0,7.1,15.0
StokEd,68.0,34.0,8.6,19.0
Evil Dead: Regeneration,68.0,26.0,8.5,8.0
Defiance,64.0,40.0,6.5,661.0
NHL 2003,80.0,12.0,7.9,12.0
Tiger Woods PGA Tour,78.0,25.0,7.4,14.0
NHL 2K3,89.0,25.0,7.8,17.0
You Don't Know Jack,82.0,23.0,7.9,29.0
Final Fight One,82.0,16.0,7.8,8.0
Tony Hawk's Pro Skater 5,32.0,43.0,1.5,427.0
MLB 10: The Show,79.0,11.0,6.6,8.0
Gallop Racer 2003: A New Breed,68.0,16.0,8.5,15.0
Frogger 3D,54.0,11.0,5.5,8.0
Blue Dragon Plus,69.0,46.0,6.5,15.0
BeyBlade VForce: Super Tournament Battle,33.0,6.0,7.5,18.0
Dead to Rights: Retribution,61.0,64.0,7,34.0
Dragon Ball Z: Sagas,48.0,11.0,6.6,11.0
X2: Wolverine's Revenge,58.0,27.0,6.4,9.0
Power Rangers: Wild Force,55.0,4.0,6.9,8.0
Tenchu: Shadow Assassins,70.0,35.0,7.8,24.0
Lost Planet 3,61.0,30.0,5.5,102.0
Beyblade G-Revolution,40.0,5.0,7.8,5.0
Capcom Fighting Evolution,57.0,33.0,4.8,5.0
Assassin's Creed The Ezio Collection,72.0,32.0,7.4,49.0
God of War Collection,73.0,28.0,7.4,133.0
Anarchy Reigns,71.0,35.0,8.2,106.0
Mobile Suit Gundam: Crossfire,33.0,31.0,5.1,47.0
Suikoden Tactics,68.0,31.0,8.6,17.0
NCAA March Madness 06,76.0,21.0,7.2,5.0
Sniper: Ghost Warrior 2,52.0,33.0,5.7,110.0
EVE Online,69.0,22.0,7.5,280.0
Phantasy Star Online,89.0,21.0,9.1,33.0
Crazy Taxi 3: High Roller,69.0,33.0,8.5,13.0
Midnight Club 3: DUB Edition Remix,87.0,16.0,5.3,18.0
Thrillville,72.0,13.0,2.8,39.0
"Warhammer 40,000: Space Marine",74.0,34.0,7.4,596.0
The King of Fighters Collection: The Orochi Saga,67.0,14.0,8.5,4.0
Disney's Planes,51.0,10.0,5.3,9.0
Zombie Army Trilogy,62.0,26.0,6.8,88.0
MLB SlugFest 20-03,79.0,9.0,7.8,5.0
The Con,63.0,37.0,7.3,16.0
Pitfall: The Lost Expedition,70.0,34.0,8.9,12.0
Need for Speed Carbon: Own the City,70.0,6.0,7.5,15.0
Enchanted Arms,64.0,23.0,5.9,40.0
Le Mans 24 Hours,75.0,19.0,7.6,9.0
The Witch and the Hundred Knight,53.0,44.0,7.5,80.0
Dragon Ball Z: Harukanaru Densetsu,57.0,16.0,6.2,10.0
Harvest Moon: More Friends of Mineral Town,82.0,8.0,9.2,40.0
X2: Wolverine's Revenge,72.0,8.0,7.2,5.0
NBA 2K2,90.0,17.0,7.6,5.0
Code of Princess,67.0,38.0,7.6,73.0
Major League Baseball 2K11,72.0,13.0,6.3,9.0
Dark Messiah of Might and Magic Elements,52.0,27.0,7,48.0
Planet 51,53.0,6.0,5.8,4.0
Dead to Rights II,51.0,32.0,5.3,7.0
FIFA 16,81.0,10.0,4.4,296.0
NBA Live 14,36.0,14.0,3.1,88.0
Kung Fu Rider,36.0,45.0,3.7,21.0
DarkStar One: Broken Alliance,63.0,33.0,7.2,19.0
Dragon Ball: Xenoverse 2,73.0,8.0,7.3,29.0
Odin Sphere: Leifthrasir,87.0,49.0,8.2,178.0
Ty the Tasmanian Tiger 2: Bush Rescue,70.0,20.0,8.6,11.0
Body and Brain Connection,57.0,33.0,4.8,4.0
Dragon Ball: Revenge of King Piccolo,65.0,25.0,7.3,15.0
Warriors Orochi,62.0,13.0,6.6,10.0
MVP Baseball 2003,82.0,18.0,9,9.0
Monster Jam,43.0,9.0,6.4,5.0
Infinite Space,75.0,46.0,9,61.0
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",72.0,31.0,6,6.0
NBA 07,68.0,24.0,7,5.0
Two Worlds II,76.0,31.0,6.5,315.0
IHRA Drag Racing 2004,40.0,5.0,7.4,7.0
The Legend of Heroes: Trails of Cold Steel,86.0,12.0,7.7,128.0
Clive Barker's Jericho,60.0,34.0,7.1,52.0
Tekken 3D: Prime Edition,64.0,42.0,5.9,39.0
Marvel: Ultimate Alliance 2,65.0,7.0,6.7,9.0
Front Mission Evolved,58.0,52.0,6.1,24.0
From Russia With Love,71.0,34.0,8.8,12.0
Apache: Air Assault,66.0,17.0,6.1,12.0
Dying Light,75.0,40.0,7.9,1295.0
Grandia II,90.0,17.0,8.8,57.0
Ridge Racer 6,74.0,65.0,7.1,28.0
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,53.0,20.0,7,10.0
Zone of the Enders HD Collection,75.0,21.0,8.8,20.0
Record of Agarest War,71.0,7.0,7,35.0
Gladius,78.0,27.0,8,22.0
Earth Defense Force: Insect Armageddon,63.0,28.0,7,24.0
Dave Mirra Freestyle BMX 2,76.0,18.0,8.2,6.0
SpongeBob SquarePants: Revenge of the Flying Dutchman,66.0,4.0,8.3,10.0
Taiko Drum Master,77.0,35.0,8.1,8.0
Dungeon Hunter Alliance,49.0,34.0,6.4,61.0
Forgotten Realms: Demon Stone,71.0,40.0,6.8,18.0
Soldier of Fortune: Payback,50.0,35.0,5.6,20.0
Afro Samurai,65.0,52.0,6.1,27.0
Silent Hill: Book of Memories,58.0,57.0,5.1,102.0
Playboy: The Mansion,59.0,33.0,7.5,18.0
Baja: Edge of Control,65.0,35.0,7.1,18.0
Tiger Woods PGA Tour 06,80.0,15.0,7.9,8.0
Bleach: The 3rd Phantom,59.0,28.0,8,10.0
MC Groovz Dance Craze,42.0,8.0,6.8,9.0
The Thing,78.0,21.0,6.6,14.0
Untold Legends: Dark Kingdom,58.0,40.0,7.2,36.0
Plants vs. Zombies,85.0,8.0,7.9,60.0
Baldur's Gate: Dark Alliance,83.0,25.0,8.3,26.0
Prince of Persia: Warrior Within,83.0,31.0,8.6,20.0
Warriors Orochi,53.0,27.0,7.4,13.0
Predator: Concrete Jungle,47.0,14.0,8.8,76.0
Arcana Heart 3,73.0,10.0,7.5,27.0
X-Men Origins: Wolverine,55.0,8.0,8.1,8.0
Big Mutha Truckers 2,51.0,26.0,2.1,9.0
Armored Core 4,65.0,36.0,6.8,25.0
Solatorobo: Red the Hunter,76.0,40.0,7.9,23.0
NHL FaceOff 2001,57.0,11.0,4,4.0
Mana Khemia 2: Fall of Alchemy,70.0,12.0,8.2,17.0
The Great Escape,57.0,19.0,8,21.0
Castlevania: Lords of Shadow 2,63.0,55.0,7.8,528.0
Big Mutha Truckers,59.0,12.0,4.3,9.0
Way of the Samurai 4,58.0,25.0,6.5,15.0
The Hobbit,67.0,6.0,9.2,17.0
The King of Fighters XI,75.0,30.0,8.5,15.0
Tom Clancy's Splinter Cell: Essentials,58.0,37.0,7.5,39.0
Major League Baseball 2K12,68.0,8.0,4.4,5.0
Family Guy,51.0,14.0,6.3,15.0
Sniper Elite,76.0,21.0,8.9,36.0
Harry Potter and the Goblet of Fire,70.0,13.0,7.4,16.0
Breath of Fire II,81.0,16.0,8.8,16.0
UFC Personal Trainer: The Ultimate Fitness System,65.0,8.0,2.4,5.0
Conan,69.0,49.0,7.3,67.0
No More Heroes: Heroes' Paradise,72.0,38.0,7.3,38.0
Aliens vs Predator,68.0,35.0,7.4,985.0
Captain America: Super Soldier,61.0,34.0,7.3,40.0
Manhunt,74.0,37.0,7.9,19.0
NCAA Final Four 2003,57.0,16.0,6,4.0
Dynasty Warriors: Gundam 2,49.0,30.0,7,18.0
Bound By Flame,53.0,40.0,5.9,230.0
Spectrobes: Origins,71.0,22.0,8.4,16.0
DanceMasters,63.0,30.0,5.9,7.0
Breath of Fire: Dragon Quarter,78.0,28.0,6.9,35.0
Shiren the Wanderer,71.0,21.0,7.6,5.0
LEGO Marvel's Avengers,60.0,4.0,7.1,15.0
Spore Hero Arena,49.0,11.0,2.6,8.0
Disney's Magical Mirror Starring Mickey Mouse,50.0,9.0,8.9,10.0
Enchanted Arms,69.0,54.0,6.9,60.0
Conflict: Denied Ops,52.0,35.0,4.9,22.0
Mafia III,63.0,29.0,3.2,881.0
Mace Griffin: Bounty Hunter,62.0,19.0,8.3,7.0
Legacy of Kain: Defiance,74.0,30.0,7.9,21.0
Final Fantasy XI,66.0,25.0,6.5,33.0
Peter Jackson's King Kong: The Official Game of the Movie,56.0,10.0,6.4,22.0
Fighter Within,23.0,39.0,3,211.0
Aliens versus Predator: Extinction,66.0,17.0,8.4,30.0
Shrek: Forever After,57.0,11.0,4.5,6.0
X-Men Origins: Wolverine,60.0,6.0,7.5,12.0
NHL Hitz Pro,79.0,23.0,8.9,13.0
Space Invaders Extreme 2,82.0,38.0,7.1,8.0
Need for Speed: The Run,65.0,9.0,6,26.0
Supreme Commander 2,77.0,54.0,6.2,803.0
Quantum Theory,43.0,34.0,5.3,21.0
Dawn of Discovery,81.0,24.0,8.5,15.0
Guitar Hero Live,84.0,4.0,6.1,36.0
Frequency,83.0,26.0,9,29.0
Dynasty Warriors 8: Empires,63.0,30.0,7.5,42.0
2002 FIFA World Cup,79.0,17.0,9,4.0
SpongeBob SquigglePants 3D,64.0,8.0,6,8.0
Sudeki,72.0,75.0,8.4,49.0
Majin and the Forsaken Kingdom,74.0,46.0,8.1,24.0
Silent Hill HD Collection,69.0,17.0,5.6,98.0
Arc Rise Fantasia,64.0,26.0,7.8,43.0
South Park: The Stick of Truth,85.0,48.0,8.6,1739.0
Teenage Mutant Ninja Turtles 2: Battle Nexus,49.0,16.0,4.6,7.0
MLB 12: The Show,76.0,15.0,7.8,42.0
NBA 2K11,82.0,6.0,8.6,37.0
WWE All Stars,68.0,11.0,7,8.0
Naruto: Ninja Destiny,61.0,22.0,4.4,10.0
FaceBreaker,54.0,57.0,6.3,19.0
Spider-Man: Shattered Dimensions,73.0,13.0,7,6.0
Lunar Legend,79.0,20.0,7.8,8.0
Conflict: Global Terror,62.0,15.0,8.5,10.0
Dante's Inferno,70.0,14.0,8.1,46.0
Injustice: Gods Among Us,82.0,5.0,7.9,112.0
Tomb Raider: Underworld,70.0,9.0,8.4,10.0
Death Jr.,61.0,40.0,7.3,21.0
Hulk,71.0,26.0,7.4,7.0
Phantasy Star Universe,68.0,18.0,8.5,23.0
Gungrave,65.0,28.0,8.6,16.0
Transworld Surf,76.0,15.0,8.5,6.0
Tenchu: Fatal Shadows,58.0,33.0,8,24.0
50 Cent: Blood on the Sand,72.0,37.0,7.2,57.0
Metro: Last Light,82.0,71.0,8.6,2654.0
Evolve,77.0,39.0,4.3,969.0
Resident Evil: Revelations,80.0,19.0,7.5,146.0
The Legend of Spyro: A New Beginning,67.0,13.0,7.3,11.0
Armored Core: For Answer,62.0,22.0,7.6,31.0
Harry Potter and the Prisoner of Azkaban,67.0,23.0,8.8,10.0
Street Fighter X Tekken,79.0,25.0,7.5,66.0
The Legend of Heroes: Trails of Cold Steel II,80.0,23.0,7.3,73.0
Rise of the Kasai,68.0,37.0,8,5.0
Singstar: Ultimate Party,47.0,19.0,4.1,18.0
Risen,60.0,37.0,6.4,77.0
Nostalgia,72.0,36.0,7.6,19.0
Dynasty Warriors Gundam,55.0,34.0,6.8,20.0
Chibi-Robo! Park Patrol,78.0,14.0,7.5,13.0
Tom Clancy's Splinter Cell: Blacklist,82.0,13.0,7.4,754.0
One Piece: Unlimited Adventure,67.0,17.0,8.5,32.0
Shaun White Skateboarding,61.0,26.0,6.5,8.0
Conflict: Denied Ops,51.0,28.0,3.1,25.0
Binary Domain,74.0,43.0,8,185.0
Ice Age: Dawn of the Dinosaurs,67.0,23.0,7.3,7.0
Robin Hood: Defender of the Crown,59.0,18.0,5.6,5.0
R-Type Final,79.0,50.0,9.1,21.0
Bolt,59.0,11.0,6.8,6.0
Sega GT 2002,82.0,24.0,8.2,24.0
F1 2011,83.0,10.0,7.2,83.0
Ty the Tasmanian Tiger 3: Night of the Quinkan,68.0,13.0,8.1,15.0
Samurai Warriors 2: Empires,55.0,20.0,7.3,7.0
Blood Omen 2,76.0,22.0,9,9.0
Earth Defense Force: Insect Armageddon,68.0,40.0,8.2,45.0
Major League Baseball 2K10,74.0,19.0,5.3,4.0
Saints Row IV,86.0,45.0,7.4,1543.0
Harry Potter: Quidditch World Cup,69.0,14.0,7.5,4.0
Dance Central: Spotlight,74.0,19.0,7,47.0
Warriors: Legends of Troy,44.0,22.0,7,24.0
La Pucelle: Tactics,79.0,47.0,8.5,15.0
Arcania: Gothic 4,63.0,25.0,4.4,307.0
NBA Ballers: Chosen One,55.0,42.0,4.2,15.0
Tiger Woods PGA Tour 07,81.0,21.0,6.8,6.0
Disney's Meet the Robinsons,62.0,11.0,6.3,4.0
Sword Art Online: Hollow Realization,69.0,32.0,7.7,52.0
The Lord of the Rings: War in the North,66.0,21.0,7.1,289.0
SBK X: Superbike World Championship,74.0,13.0,8.3,8.0
Rango: The Video Game,65.0,23.0,6.4,7.0
EverQuest Online Adventures: Frontiers,77.0,16.0,8.5,17.0
Fairy Fencer F,65.0,31.0,7.4,50.0
Shadows of the Damned,76.0,76.0,8.4,139.0
Phantasy Star Online Ver. 2,80.0,10.0,8.9,18.0
Fight Club,36.0,28.0,4.4,22.0
Samurai Warriors: State of War,64.0,30.0,6.4,8.0
Dragon Blade: Wrath of Fire,51.0,19.0,7.5,17.0
The Munchables,71.0,33.0,8.2,5.0
Close Combat: First to Fight,69.0,46.0,7.8,10.0
Indiana Jones and the Emperor's Tomb,73.0,43.0,8.6,17.0
Buffy the Vampire Slayer: Chaos Bleeds,72.0,27.0,8.9,47.0
Ty the Tasmanian Tiger,68.0,13.0,8.5,11.0
Heavy Fire: Afghanistan,39.0,5.0,3.3,16.0
Siren,72.0,48.0,7.8,41.0
NARC,51.0,27.0,2.8,6.0
Driver: San Francisco,80.0,11.0,7,332.0
Shape Up,58.0,6.0,8.3,28.0
Amplitude,86.0,35.0,8.8,26.0
Disgaea DS,82.0,32.0,7.5,35.0
Gauntlet: Seven Sorrows,61.0,36.0,7.8,4.0
AirForce Delta Storm,61.0,21.0,7.1,7.0
Fear Effect 2: Retro Helix,84.0,15.0,8.9,17.0
Atelier Shallie: Alchemists of the Dusk Sea,76.0,26.0,7.7,44.0
Call of Duty: World at War,83.0,36.0,7.5,721.0
CSI: Fatal Conspiracy,39.0,5.0,5.6,13.0
Vietcong: Purple Haze,48.0,11.0,4.3,6.0
Syndicate,74.0,65.0,7.1,174.0
Zumba Fitness Rush,73.0,7.0,6.2,5.0
Call of Juarez,71.0,37.0,6.9,46.0
Ghostbusters: The Video Game,54.0,13.0,4.7,13.0
Bloody Roar: Primal Fury,75.0,27.0,8.5,20.0
MotoGP,44.0,10.0,5.4,11.0
Mushroom Men: The Spore Wars,72.0,37.0,8.7,33.0
Saint Seiya: Soldiers' Soul,59.0,30.0,7.8,45.0
LEGO Harry Potter: Years 5-7,64.0,19.0,6.8,21.0
Corpse Party: Blood Drive,60.0,19.0,7.4,58.0
The Last Airbender,69.0,6.0,7,4.0
MotoGP 14 ,73.0,28.0,6.4,26.0
Alone in the Dark,39.0,10.0,4.4,34.0
Six Flags Fun Park,34.0,4.0,7,4.0
Test Drive Off-Road Wide Open,64.0,21.0,8.3,9.0
WWE All Stars,70.0,4.0,6.6,5.0
Bad Boys: Miami Takedown,35.0,20.0,5.9,9.0
Valhalla Knights 3,48.0,19.0,6.8,56.0
Mega Man X: Command Mission,69.0,27.0,7.1,18.0
Tokyo Xtreme Racer DRIFT,59.0,13.0,8.6,15.0
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",65.0,20.0,7.5,4.0
Cabela's Big Game Hunter 2005 Adventures,65.0,5.0,8.3,6.0
Senran Kagura: Estival Versus,71.0,4.0,7.4,34.0
GRID Autosport,75.0,35.0,6.8,62.0
Half-Minute Hero,84.0,41.0,7.8,38.0
Gauntlet: Dark Legacy,60.0,20.0,9.1,16.0
The Chronicles of Narnia: Prince Caspian,56.0,24.0,7.5,13.0
Shadow The Hedgehog,49.0,24.0,5.5,36.0
World of Outlaws: Sprint Cars,57.0,4.0,8.1,10.0
Van Helsing,63.0,32.0,7.6,8.0
Grand Slam Tennis 2,71.0,45.0,5.1,14.0
Ben 10 Ultimate Alien: Cosmic Destruction,51.0,5.0,5.3,4.0
Pure Futbol,38.0,20.0,7.9,29.0
Spider-Man: Friend or Foe,58.0,7.0,4.4,9.0
Gun,77.0,27.0,8.6,8.0
SoulCalibur Legends,52.0,35.0,5.7,24.0
Aliens: Colonial Marines,45.0,40.0,3.5,1156.0
Tiger Woods PGA Tour 2004,75.0,5.0,7.5,4.0
FIFA Soccer 11,83.0,16.0,7.7,102.0
Borderlands,81.0,37.0,7.8,1363.0
de Blob 2,79.0,20.0,8.1,26.0
Silent Hill 4: The Room,76.0,43.0,8.3,26.0
Commandos 2: Men of Courage,67.0,19.0,6.8,11.0
Remember Me,70.0,42.0,7.5,267.0
Brink,70.0,38.0,6,547.0
FIFA Soccer 2002,81.0,13.0,8,9.0
Disney's Tarzan Untamed,61.0,11.0,7.4,8.0
Trinity Universe,62.0,25.0,7.2,28.0
Senran Kagura: Estival Versus,67.0,25.0,8,96.0
Ball Breakers,68.0,10.0,5.3,4.0
Splatterhouse,62.0,51.0,7.6,60.0
EyeToy: Groove,73.0,34.0,8,5.0
You Don't Know Jack,82.0,11.0,7.3,18.0
Charlie and the Chocolate Factory,39.0,16.0,3.2,6.0
Armored Core: Last Raven,59.0,16.0,8.9,14.0
Burnout Legends,38.0,12.0,6,59.0
College Hoops 2K7,81.0,9.0,7.1,8.0
K-1 World Grand Prix,67.0,24.0,9,7.0
Juiced,68.0,39.0,9.1,15.0
Naruto Shippuden: Dragon Blade Chronicles,38.0,14.0,3,12.0
DiRT Showdown,75.0,27.0,6.3,43.0
Sonic Riders: Zero Gravity,56.0,16.0,8.3,27.0
UFC: Sudden Impact,54.0,29.0,7.7,7.0
Full Auto 2: Battlelines,67.0,43.0,7.6,25.0
College Hoops 2K8,81.0,21.0,6.9,16.0
How to Train Your Dragon,51.0,18.0,7,6.0
Dynasty Warriors: Gundam 3,65.0,27.0,7.8,20.0
NHL 2004,85.0,21.0,6.5,31.0
Velvet Assassin,56.0,46.0,7.1,55.0
MindJack,44.0,31.0,1.7,46.0
NBA Live 16,59.0,27.0,6.1,70.0
WWE SmackDown vs. Raw 2009,58.0,15.0,7.8,6.0
Dead or Alive Paradise,38.0,34.0,5.6,37.0
Dark Souls II,91.0,36.0,7.1,2318.0
The Suffering: Ties That Bind,75.0,37.0,8,23.0
EyeToy: Kinetic,78.0,32.0,8.3,11.0
Project Spark,73.0,26.0,7,151.0
Army Men: Sarge's Heroes 2,54.0,15.0,4.6,5.0
Winning Eleven: Pro Evolution Soccer 2007,63.0,5.0,7.9,12.0
Warriors of Might and Magic,49.0,12.0,4.5,6.0
Rapala Fishing Frenzy 2009,31.0,4.0,4.4,9.0
Ridge Racer,44.0,39.0,3.7,59.0
Major League Baseball 2K9,61.0,19.0,4,6.0
Smash Court Tennis Pro Tournament,73.0,15.0,7.4,10.0
Race Pro,72.0,54.0,7,60.0
NBA Inside Drive 2004,71.0,31.0,8.2,11.0
Gretzky NHL 2005,66.0,24.0,9.1,14.0
Dungeon Siege III,72.0,37.0,4.7,399.0
The Hobbit,61.0,17.0,7.3,8.0
Skate it,72.0,13.0,7.8,12.0
True Crime: New York City,59.0,25.0,8.8,24.0
Metal Arms: Glitch in the System,82.0,35.0,8.7,15.0
Toukiden Kiwami,74.0,35.0,7.6,74.0
The Secret World,74.0,55.0,8.2,1326.0
MDK2 Armageddon,80.0,19.0,8.3,11.0
NHL 2K9,69.0,33.0,6.7,7.0
Fight Night Round 2,87.0,32.0,7.9,7.0
Disney's Atlantis: The Lost Empire,73.0,7.0,8.5,6.0
Stormrise,51.0,28.0,5.3,20.0
Psi-Ops: The Mindgate Conspiracy,84.0,55.0,7.9,18.0
X-Men: The Official Game,52.0,57.0,6.1,20.0
SWAT: Global Strike Team,69.0,22.0,6.3,7.0
Hitman: HD Trilogy,69.0,14.0,7.2,45.0
Goblin Commander: Unleash the Horde,68.0,21.0,8.7,14.0
World Destruction League: Thunder Tanks,65.0,16.0,5.9,7.0
Tom Clancy's Ghost Recon: Future Soldier,71.0,13.0,4.9,368.0
PlayStation Move Heroes,53.0,39.0,6.1,16.0
RoadKill,71.0,27.0,7.9,11.0
Looney Tunes: Back in Action,64.0,6.0,5,4.0
The Chronicles of Narnia: Prince Caspian,56.0,16.0,5.6,8.0
Top Spin 2,75.0,52.0,6.8,25.0
Hunter: The Reckoning Redeemer,72.0,26.0,8.6,5.0
Captain America: Super Soldier,60.0,48.0,6.4,37.0
Danganronpa 2: Goodbye Despair,81.0,50.0,8.7,140.0
Thief: Deadly Shadows,82.0,61.0,7.3,12.0
MotoGP 10/11,68.0,32.0,6.1,23.0
NBA 09: The Inside,79.0,9.0,7.4,7.0
Batman Begins,61.0,5.0,6.9,9.0
Mercury Meltdown Revolution,77.0,41.0,7.4,16.0
Let's TAP,70.0,47.0,6.6,11.0
The Lord of the Rings: Aragorn's Quest,58.0,12.0,6,8.0
Spawn: Armageddon,57.0,27.0,9.2,5.0
Bee Movie Game,71.0,25.0,5.8,13.0
Conception II: Children of the Seven Stars,62.0,24.0,7.6,118.0
Deus Ex: Mankind Divided,83.0,18.0,7.2,175.0
Professor Heinz Wolff's Gravity,63.0,12.0,7.7,7.0
FaceBreaker,53.0,37.0,3.8,20.0
Star Wars: Battlefront II,78.0,23.0,8.8,431.0
Gallop Racer 2001,71.0,11.0,9.1,56.0
Hellboy: The Science of Evil,47.0,23.0,6.1,10.0
MotoGP 09/10,69.0,41.0,5.7,41.0
Catwoman,46.0,35.0,6.9,13.0
Monsters vs. Aliens,63.0,31.0,6.6,7.0
Beat Down: Fists of Vengeance,48.0,33.0,8.1,12.0
World Destruction League: Thunder Tanks,35.0,4.0,1.2,6.0
Terminator 3: The Redemption,68.0,29.0,8,11.0
Anarchy Reigns,73.0,38.0,7.9,105.0
SSX On Tour,80.0,27.0,7.5,14.0
Bladestorm: Nightmare,58.0,33.0,6.5,21.0
Fairytale Fights,51.0,47.0,6.2,12.0
LEGO Marvel Super Heroes,78.0,7.0,8.1,124.0
James Bond 007: Everything or Nothing,73.0,17.0,8.3,11.0
Shrek Extra Large,36.0,6.0,5.6,23.0
World Tour Soccer 2006,56.0,20.0,6,7.0
Gunvalkyrie,73.0,28.0,7.3,10.0
State of Emergency,67.0,21.0,6.3,11.0
Disney Golf,72.0,10.0,8.3,7.0
Fuzion Frenzy 2,49.0,47.0,5.2,31.0
Demon Gaze,70.0,38.0,7.4,129.0
Clock Tower II: The Struggle Within,49.0,5.0,5.7,7.0
CSI: Fatal Conspiracy,42.0,9.0,4.8,4.0
Mega Man Network Transmission,65.0,28.0,7.6,13.0
Fairytale Fights,53.0,34.0,6,22.0
RC Revenge Pro,49.0,13.0,7.6,7.0
G-Force,68.0,33.0,7,9.0
Backyard Wrestling: Don't Try This at Home,50.0,15.0,5,7.0
Gauntlet: Dark Legacy,54.0,9.0,8.9,10.0
Time and Eternity,42.0,40.0,5,78.0
Lost Kingdoms,72.0,22.0,8,15.0
Pursuit Force: Extreme Justice,73.0,44.0,7.6,11.0
The Cursed Crusade,45.0,17.0,5,26.0
Ridge Racer Unbounded,72.0,20.0,6,29.0
Wolfenstein 3D,57.0,9.0,6,7.0
NHL 07,76.0,7.0,6.6,23.0
Dementium: The Ward,72.0,48.0,7.9,37.0
Mobile Suit Gundam: Extreme VS Force,57.0,25.0,7.3,15.0
NASCAR '14,65.0,4.0,5.1,14.0
Green Lantern: Rise of the Manhunters,61.0,12.0,6.7,17.0
25 to Life,41.0,20.0,7.2,13.0
Naval Assault: The Killing Tide,40.0,11.0,4.2,5.0
Sega Superstars,72.0,28.0,7,5.0
MLB 11: The Show,77.0,9.0,6,5.0
Bomberman Land,57.0,23.0,8,10.0
Midway Arcade Treasures,72.0,11.0,8.2,5.0
Leisure Suit Larry: Magna Cum Laude,62.0,49.0,6.4,13.0
One Piece: Pirate Warriors 3,76.0,4.0,6.3,17.0
Cubivore: Survival of the Fittest,71.0,12.0,8.5,21.0
7th Dragon III Code: VFD,77.0,26.0,8.2,38.0
FlatOut,71.0,39.0,8.2,21.0
Blood Bowl,61.0,28.0,5.1,19.0
Taz Wanted,65.0,7.0,8.7,9.0
Far Cry: Primal,74.0,18.0,4.8,368.0
Sid Meier's Civilization IV,94.0,50.0,8.3,909.0
Zoo Keeper,74.0,40.0,7.5,13.0
Pursuit Force,75.0,59.0,7.8,26.0
Star Wars: Super Bombad Racing,71.0,21.0,4.9,8.0
Driver: San Francisco,64.0,7.0,6.2,10.0
Alien Resurrection,61.0,12.0,7.5,15.0
World Tour Soccer 2005,68.0,28.0,9,6.0
ESPN College Hoops,83.0,14.0,8.5,8.0
Dengeki Bunko Fighting Climax,66.0,13.0,8.2,29.0
Leisure Suit Larry: Box Office Bust,25.0,27.0,2.5,41.0
Robotech: Battlecry,74.0,11.0,8.4,5.0
Clash of the Titans,42.0,31.0,4.1,17.0
Kya: Dark Lineage,69.0,25.0,8.9,28.0
Mirror's Edge Catalyst,72.0,46.0,4.4,266.0
F1 2011,59.0,15.0,6.8,13.0
Guilty Gear Judgment,77.0,17.0,6.6,8.0
NCAA Football 09 All-Play,49.0,5.0,5.8,32.0
Doctor Lautrec and the Forgotten Knights,53.0,19.0,6.1,8.0
Hot Wheels World Race,59.0,5.0,7,5.0
Castlevania Judgment,49.0,33.0,5.9,56.0
